visit_id,customer_id,visit_time,device,pages_viewed,cart_adds,checkout_initiated,session_duration_sec
10239,404,2023-06-13 21:31:32,mobile,7,4,1,189
10240,404,2024-02-03 21:06:54,desktop,6,3,0,198
10241,405,2023-11-17 05:46:26,desktop,15,2,1,165
10242,405,2023-06-10 22:03:02,mobile,12,0,0,240
10243,405,2023-01-20 02:30:00,desktop,12,3,0,168
10244,405,2023-03-07 12:11:37,mobile,12,2,1,132
10245,405,2023-11-04 14:59:38,mobile,12,0,0,420
10246,405,2023-12-09 14:09:47,mobile,12,2,1,252
10247,405,2024-02-07 17:02:17,mobile,12,0,0,288
10248,405,2023-08-21 07:21:18,tablet,3,4,1,33
10249,405,2023-08-09 09:09:16,tablet,9,2,0,225
10250,405,2024-02-02 13:38:06,desktop,25,3,1,425
10251,405,2023-01-13 17:35:24,desktop,10,3,1,380
10252,405,2023-03-24 20:13:55,desktop,15,2,0,150
10253,405,2024-03-18 18:21:29,tablet,9,3,1,153
10254,405,2023-03-07 15:28:40,tablet,17,0,0,510
10255,405,2023-01-28 04:49:55,desktop,14,0,0,546
10256,405,2024-03-26 09:59:28,tablet,8,4,0,176
10257,405,2023-08-09 14:56:30,tablet,14,0,0,196
10258,405,2023-04-06 10:02:01,tablet,18,3,1,594
10259,405,2023-03-10 21:41:16,tablet,1,1,1,38
10260,405,2024-02-04 17:36:49,tablet,2,1,1,52
10261,405,2023-01-09 04:55:31,tablet,23,1,1,575
10262,405,2023-03-01 09:10:25,mobile,2,3,1,74
10263,405,2023-02-21 01:46:08,tablet,18,1,1,558
10264,405,2024-03-23 21:34:09,mobile,25,3,1,925
10265,405,2023-11-08 00:08:04,tablet,3,3,0,39
10266,405,2023-02-23 11:46:43,mobile,19,4,1,380
10267,405,2023-09-18 03:32:39,tablet,24,4,0,528
10268,405,2023-03-22 05:04:58,mobile,7,4,1,77
10269,405,2023-09-01 09:49:20,mobile,24,1,0,936
10270,405,2023-12-04 06:33:49,tablet,2,2,1,60
10271,405,2023-08-27 23:30:52,tablet,7,4,0,238
10272,405,2023-04-01 06:16:54,mobile,21,4,0,483
10273,405,2023-11-03 13:43:58,tablet,7,2,0,224
10274,405,2023-03-18 16:14:41,mobile,22,0,0,858
10275,405,2023-08-17 08:53:03,desktop,18,4,0,306
10276,405,2024-03-07 19:55:24,tablet,15,2,0,495
10277,405,2023-03-05 23:41:34,mobile,17,1,0,374
10278,405,2023-11-23 04:15:50,desktop,6,4,0,186
10279,405,2023-05-18 18:57:59,desktop,2,2,0,58
10280,405,2023-05-15 01:12:31,desktop,4,1,1,80
10281,405,2023-02-17 02:52:03,mobile,17,0,0,408
10282,405,2023-01-09 00:54:38,tablet,7,3,0,133
10283,405,2023-03-22 05:42:44,desktop,4,0,0,80
10284,405,2023-06-10 13:13:24,tablet,3,0,0,66
10285,405,2023-01-30 10:34:51,mobile,16,0,0,384
10286,405,2023-08-30 03:53:32,desktop,16,4,1,192
10287,405,2024-01-15 00:05:41,desktop,3,0,0,117
10288,405,2023-11-20 07:50:32,desktop,25,4,1,950
10289,406,2024-01-03 16:54:05,tablet,15,1,0,315
10290,406,2023-11-14 19:52:07,tablet,5,4,1,135
10291,406,2024-01-02 13:17:05,mobile,5,1,1,95
10292,406,2024-01-05 02:21:51,desktop,8,1,0,272
10293,406,2024-02-13 19:27:20,desktop,15,2,0,450
10294,406,2023-10-03 03:38:37,desktop,2,0,0,72
10295,406,2023-02-04 19:29:55,desktop,5,1,1,190
10296,406,2023-08-09 06:53:28,mobile,24,2,1,696
10297,406,2023-03-16 15:51:46,desktop,15,1,0,240
10298,406,2023-03-29 07:36:13,tablet,15,3,1,375
10299,406,2023-12-28 15:50:28,mobile,5,0,0,155
10300,406,2024-02-26 19:17:54,tablet,16,4,1,304
10301,406,2023-10-26 22:58:27,tablet,14,0,0,476
10302,406,2023-01-14 07:19:15,desktop,11,2,0,407
10303,406,2023-07-04 12:40:15,mobile,20,0,0,260
10304,406,2023-08-06 05:50:19,desktop,19,3,1,399
10305,406,2023-09-01 13:59:42,desktop,24,3,0,720
10306,406,2023-10-20 06:22:46,mobile,3,2,0,114
10307,406,2023-05-22 16:35:57,desktop,24,1,1,288
10308,406,2024-03-01 12:03:52,desktop,4,3,1,68
10309,406,2023-06-29 08:32:14,tablet,13,0,0,130
10310,406,2023-11-03 09:35:39,desktop,17,1,1,374
10311,406,2023-09-19 15:10:17,desktop,3,4,1,30
10312,406,2023-01-17 04:06:26,desktop,7,2,1,175
10313,406,2023-06-05 04:17:30,desktop,13,0,0,455
10314,406,2023-04-19 05:26:24,tablet,8,1,0,256
10315,406,2023-01-17 04:59:48,desktop,20,3,1,240
10316,406,2024-03-01 23:25:41,mobile,13,0,0,429
10317,406,2024-02-22 11:26:56,tablet,21,3,1,378
10318,406,2023-03-20 17:01:36,desktop,6,0,0,186
10319,406,2024-02-08 12:21:13,mobile,4,0,0,140
10320,406,2023-03-27 07:06:59,tablet,17,0,0,204
10321,406,2023-01-30 12:31:56,mobile,17,1,1,629
10322,406,2023-12-24 15:38:23,mobile,3,2,0,84
10323,406,2023-09-17 16:01:37,desktop,13,2,1,377
10324,406,2023-11-09 05:46:41,tablet,2,1,1,46
10325,406,2023-07-03 19:45:58,tablet,10,1,1,250
10326,407,2024-03-20 11:54:05,desktop,10,3,1,320
10327,407,2023-01-09 11:18:03,tablet,11,0,0,110
10328,407,2023-12-04 11:56:38,mobile,9,3,1,126
10329,407,2023-05-29 08:40:46,tablet,1,2,0,25
10330,407,2024-01-04 05:45:40,desktop,17,0,0,493
10331,407,2023-05-22 03:33:59,tablet,23,2,0,460
10332,407,2023-07-08 18:02:36,tablet,18,2,1,576
10333,407,2024-01-18 00:17:31,mobile,15,4,0,210
10334,407,2024-01-26 01:25:05,mobile,11,0,0,385
10335,407,2023-08-09 17:52:32,desktop,25,2,1,775
10336,407,2023-08-15 10:13:26,mobile,25,0,0,750
10337,407,2023-09-05 18:19:12,desktop,10,0,0,300
10338,407,2023-10-18 04:31:47,desktop,2,0,0,52
10339,407,2024-01-25 00:32:11,tablet,18,2,1,612
10340,407,2024-02-10 07:56:46,mobile,17,0,0,306
10341,407,2023-08-23 05:53:04,tablet,16,4,1,464
10342,407,2024-01-28 22:37:14,mobile,18,2,1,252
10343,407,2023-02-10 16:32:03,desktop,9,3,1,261
10344,407,2023-09-23 19:20:08,tablet,4,3,1,104
10345,407,2023-01-01 06:23:56,desktop,18,0,0,306
10346,407,2023-04-30 12:12:35,mobile,3,4,1,30
10347,407,2023-03-16 23:17:50,tablet,6,1,0,234
10348,407,2023-08-12 02:58:09,desktop,17,0,0,187
10349,407,2023-06-03 22:43:25,mobile,21,3,1,588
10350,407,2023-06-09 12:19:08,mobile,1,3,0,21
10351,407,2024-03-05 06:45:31,desktop,24,0,0,888
10352,407,2023-08-22 22:12:56,mobile,9,3,1,162
10353,407,2023-11-24 05:30:15,mobile,22,2,1,550
10354,407,2023-02-08 03:42:36,mobile,8,2,1,224
10355,407,2023-07-14 22:57:31,mobile,23,3,1,690
10356,407,2023-12-27 05:56:20,desktop,10,3,1,200
10357,407,2023-03-09 04:19:50,desktop,5,0,0,60
10358,407,2024-02-16 23:33:01,desktop,10,3,1,190
10359,407,2023-08-09 15:36:13,tablet,12,4,0,348
10360,407,2023-01-26 16:56:40,mobile,18,4,1,306
10361,407,2024-02-28 18:35:45,mobile,16,0,0,384
10362,407,2023-11-26 07:22:39,tablet,25,3,1,450
10363,407,2023-09-03 20:25:56,mobile,13,0,0,507
10364,407,2023-01-25 21:01:49,tablet,8,2,1,288
10365,408,2023-10-16 05:00:20,desktop,24,1,1,864
10366,408,2023-04-10 15:23:46,tablet,25,4,0,950
10367,408,2023-10-20 06:09:40,mobile,17,3,1,306
10368,408,2023-12-07 17:52:43,desktop,12,2,1,132
10369,408,2023-07-20 22:16:46,tablet,24,4,0,624
10370,408,2023-05-24 21:09:21,tablet,16,4,0,160
10371,408,2023-11-06 19:29:49,mobile,2,4,0,68
10372,408,2023-05-23 00:08:23,desktop,23,4,0,391
10373,408,2023-10-28 17:36:25,desktop,19,0,0,551
10374,408,2023-08-06 15:27:42,mobile,14,3,1,434
10375,408,2024-03-27 23:58:01,tablet,13,1,1,364
10376,408,2024-02-01 15:36:21,tablet,17,4,1,170
10377,408,2023-04-19 07:14:57,desktop,1,3,1,30
10378,408,2023-08-31 22:59:06,desktop,18,3,1,558
10379,408,2023-03-26 07:58:26,mobile,7,2,0,133
10380,408,2023-01-03 20:36:57,desktop,21,4,1,819
10381,408,2023-06-23 14:46:24,tablet,10,0,0,320
10382,408,2023-04-12 00:02:52,tablet,5,3,1,70
10383,408,2023-02-14 01:43:53,desktop,18,4,1,594
10384,408,2023-01-11 02:40:45,tablet,11,2,0,264
10385,408,2024-03-16 16:01:53,desktop,16,1,1,560
10386,408,2023-05-29 15:13:13,tablet,15,1,1,420
10387,408,2023-06-29 10:56:52,desktop,13,3,1,130
10388,408,2023-03-12 05:04:03,mobile,7,1,0,182
10389,408,2023-07-22 17:29:08,mobile,1,2,1,28
10390,408,2023-10-22 08:34:08,mobile,21,2,1,819
10391,408,2023-07-29 16:51:51,mobile,6,3,1,102
10392,408,2023-07-25 20:40:28,desktop,23,4,1,667
10393,408,2023-01-18 15:19:32,mobile,18,1,1,324
10394,408,2023-01-08 19:30:42,mobile,14,1,0,168
10395,408,2024-01-09 17:15:11,mobile,17,3,1,476
10396,408,2023-08-23 05:11:35,mobile,18,0,0,324
10397,408,2023-08-28 04:11:12,desktop,16,2,1,576
10398,408,2023-11-22 07:25:44,desktop,9,0,0,207
10399,408,2023-01-09 22:40:55,mobile,13,4,1,403
10400,408,2023-06-10 13:58:54,desktop,24,2,1,288
10401,408,2023-01-25 12:24:05,desktop,4,4,1,92
10402,408,2023-03-12 16:55:03,tablet,15,3,1,570
10403,409,2023-03-16 20:09:15,tablet,17,4,1,578
10404,409,2023-11-13 20:36:19,mobile,7,3,1,133
10405,409,2023-08-19 13:23:18,tablet,20,2,1,700
10406,409,2023-09-25 22:31:49,mobile,4,3,0,60
10407,409,2023-03-18 21:44:53,mobile,12,0,0,420
10408,409,2023-05-14 19:48:02,mobile,4,4,1,140
10409,409,2023-04-30 08:44:54,tablet,2,4,1,56
10410,409,2023-04-03 10:55:41,mobile,1,2,1,30
10411,409,2024-03-20 17:01:26,desktop,2,1,1,44
10412,409,2023-07-23 09:12:01,desktop,19,2,1,228
10413,409,2023-05-04 16:49:43,mobile,20,3,1,700
10414,409,2023-03-25 06:49:31,tablet,11,4,0,220
10415,409,2024-03-24 00:29:01,desktop,16,0,0,336
10416,409,2024-02-18 15:50:28,desktop,22,3,1,264
10417,409,2023-07-06 09:28:53,desktop,10,4,0,190
10418,409,2023-08-09 23:03:35,mobile,7,4,1,140
10419,409,2023-01-12 08:55:48,desktop,16,0,0,448
10420,409,2023-12-24 01:11:59,desktop,4,4,1,96
10421,409,2023-08-20 05:01:21,mobile,9,1,1,144
10422,409,2023-05-22 09:31:53,mobile,25,4,1,400
10423,409,2023-04-18 18:30:14,desktop,7,4,1,98
10424,409,2023-08-14 19:03:58,tablet,14,1,0,518
10425,410,2023-05-18 06:37:32,mobile,11,1,0,220
10426,410,2023-04-23 11:23:02,desktop,12,2,1,312
10427,410,2023-10-06 13:01:20,tablet,15,4,0,570
10428,410,2023-06-22 06:05:42,desktop,10,0,0,330
10429,410,2023-03-03 09:30:55,mobile,18,4,0,216
10430,410,2023-05-02 01:20:08,desktop,14,0,0,448
10431,410,2023-03-24 04:47:07,desktop,17,2,1,442
10432,410,2023-02-09 13:05:52,mobile,20,3,0,780
10433,410,2023-08-27 18:38:48,desktop,15,1,0,495
10434,410,2023-01-26 19:54:29,mobile,13,4,0,169
10435,410,2023-06-11 03:24:57,mobile,13,2,0,468
10436,411,2023-06-01 22:37:02,desktop,21,0,0,210
10437,411,2023-03-21 17:59:02,desktop,14,3,0,364
10438,411,2023-10-02 14:39:04,mobile,16,0,0,192
10439,411,2023-05-10 05:29:09,desktop,4,0,0,108
10440,411,2024-03-23 13:44:22,mobile,17,0,0,238
10441,411,2023-08-19 02:57:32,desktop,5,1,0,115
10442,411,2023-04-10 12:37:19,desktop,21,4,1,273
10443,411,2023-01-18 22:19:43,desktop,2,0,0,58
10444,411,2023-12-03 08:53:54,mobile,21,2,1,714
10445,411,2024-01-04 09:44:32,tablet,20,2,1,600
10446,411,2023-08-08 04:16:30,mobile,14,4,1,266
10447,411,2023-08-06 13:40:48,mobile,23,0,0,598
10448,411,2023-12-10 15:50:17,tablet,12,1,1,372
10449,412,2024-02-21 15:18:54,tablet,22,3,1,220
10450,412,2023-03-24 19:33:14,mobile,10,0,0,320
10451,412,2023-08-08 20:36:31,desktop,11,2,0,297
10452,412,2023-09-24 07:10:22,mobile,8,3,1,208
10453,412,2023-07-11 06:56:18,tablet,19,0,0,475
10454,413,2024-02-08 02:32:29,desktop,2,3,1,22
10455,413,2024-01-06 15:03:01,desktop,9,0,0,333
10456,413,2023-05-05 16:21:16,tablet,2,4,0,50
10457,413,2023-03-24 21:23:47,tablet,16,1,1,432
10458,413,2023-10-29 19:39:22,desktop,21,2,0,630
10459,413,2023-01-22 17:42:06,mobile,15,3,0,195
10460,413,2024-01-25 23:14:42,desktop,18,4,1,360
10461,413,2024-03-31 19:51:01,tablet,4,3,0,92
10462,413,2024-01-10 05:19:25,tablet,24,4,0,480
10463,413,2024-03-01 02:18:52,mobile,16,1,0,288
10464,413,2023-05-07 18:43:10,tablet,10,4,1,200
10465,413,2023-07-25 05:04:50,desktop,16,0,0,416
10466,413,2024-02-19 22:09:30,desktop,16,4,0,256
10467,413,2023-02-10 03:59:41,mobile,11,3,0,242
10468,413,2023-07-02 18:58:00,desktop,4,1,0,100
10469,413,2023-06-28 17:15:16,desktop,13,0,0,130
10470,413,2023-08-11 19:19:18,mobile,4,3,1,112
10471,413,2024-01-14 00:02:09,mobile,15,2,1,390
10472,413,2023-04-01 00:16:13,tablet,15,2,1,450
10473,413,2023-07-14 10:38:25,mobile,8,4,1,288
10474,413,2023-12-05 08:39:59,desktop,16,4,0,160
10475,413,2023-09-17 07:08:02,tablet,13,4,0,351
10476,413,2023-02-02 20:09:47,desktop,8,3,1,96
10477,413,2023-06-08 15:54:34,mobile,17,3,1,544
10478,413,2023-11-06 01:32:43,mobile,3,1,1,51
10479,413,2024-01-06 18:32:49,tablet,3,0,0,90
10480,413,2023-06-22 20:04:40,desktop,3,4,1,93
10481,413,2023-06-12 06:29:44,tablet,18,1,1,432
10482,413,2023-07-31 06:30:45,desktop,3,0,0,93
10483,413,2023-03-16 09:51:19,tablet,4,3,0,64
10484,413,2024-01-06 04:38:29,desktop,22,2,0,572
10485,413,2023-02-13 10:00:40,mobile,3,0,0,114
10486,413,2023-01-03 17:26:48,mobile,1,0,0,16
10487,413,2023-07-20 04:04:05,mobile,18,3,1,396
10488,413,2023-10-07 09:15:12,mobile,8,1,1,304
10489,413,2023-12-25 17:34:10,desktop,16,3,1,208
10490,413,2023-06-27 21:32:58,desktop,1,0,0,10
10491,414,2023-03-19 15:47:19,tablet,16,3,1,496
10492,414,2023-02-07 06:34:33,mobile,18,2,0,216
10493,414,2023-11-18 04:18:40,mobile,19,3,1,228
10494,414,2023-12-22 17:37:16,desktop,1,2,0,16
10495,414,2023-08-07 21:16:49,mobile,22,1,1,726
10496,414,2023-11-09 05:10:22,mobile,13,3,0,390
10497,414,2023-10-15 01:04:54,tablet,23,3,0,345
10498,414,2024-03-30 12:18:25,mobile,14,1,1,350
10499,414,2024-01-05 06:50:07,desktop,8,2,1,232
10500,414,2023-10-23 21:57:24,mobile,2,2,0,60
10501,414,2023-12-11 16:46:39,tablet,17,3,1,476
10502,414,2023-09-27 22:23:20,desktop,20,4,0,400
10503,414,2023-01-08 11:31:15,desktop,4,0,0,108
10504,414,2023-01-18 21:07:47,desktop,1,3,1,21
10505,414,2023-01-13 17:41:19,mobile,4,2,1,64
10506,414,2024-03-31 14:45:21,tablet,2,1,1,60
10507,414,2024-02-05 20:22:53,mobile,11,4,0,341
10508,414,2023-12-17 09:27:25,desktop,17,2,1,510
10509,414,2023-09-26 12:58:57,mobile,7,3,0,84
10510,414,2024-01-28 03:39:35,desktop,19,4,0,304
10511,415,2023-03-12 17:43:30,desktop,23,4,0,690
10512,415,2023-04-15 17:06:50,desktop,18,4,1,378
10513,415,2023-10-27 13:50:00,tablet,15,4,0,345
10514,415,2023-10-01 01:44:11,desktop,23,3,1,437
10515,415,2023-07-03 04:57:48,tablet,14,4,1,308
10516,415,2023-05-09 20:54:43,tablet,1,0,0,19
10517,415,2023-09-01 08:31:01,mobile,24,3,1,912
10518,415,2023-02-01 17:45:54,mobile,23,0,0,414
10519,415,2023-08-27 00:13:41,desktop,2,4,1,48
10520,415,2023-07-29 00:56:46,desktop,3,0,0,30
10521,415,2023-07-24 17:14:34,tablet,12,2,1,396
10522,415,2023-05-30 09:18:38,desktop,25,0,0,525
10523,415,2024-03-01 08:08:02,tablet,4,4,0,128
10524,415,2023-11-20 11:11:49,desktop,24,1,1,912
10525,415,2023-06-06 09:38:59,tablet,13,0,0,429
10526,415,2023-12-24 21:58:52,desktop,13,3,1,299
10527,415,2023-04-06 15:03:26,mobile,23,0,0,759
10528,415,2023-12-21 08:35:14,mobile,9,3,0,135
10529,415,2024-02-26 06:43:21,mobile,7,3,1,203
10530,415,2023-12-22 16:02:47,mobile,15,0,0,345
10531,415,2024-03-19 17:21:21,desktop,11,4,1,231
10532,415,2023-07-04 20:26:20,desktop,5,1,1,70
10533,415,2023-03-10 20:06:43,mobile,22,1,0,814
10534,415,2023-05-25 12:05:17,mobile,3,3,1,114
10535,415,2023-04-15 04:59:20,mobile,10,4,0,200
10536,415,2023-03-10 05:55:53,desktop,18,2,1,270
10537,415,2023-06-20 08:38:59,tablet,15,4,1,210
10538,415,2024-01-08 00:30:15,tablet,19,2,1,342
10539,415,2023-11-14 20:23:59,mobile,9,1,0,252
10540,415,2023-02-25 20:34:31,tablet,14,0,0,462
10541,415,2023-03-01 18:24:07,mobile,25,4,1,475
10542,415,2023-09-30 19:21:46,mobile,1,0,0,21
10543,415,2023-09-22 14:17:23,desktop,19,1,0,304
10544,415,2023-06-06 13:57:20,desktop,14,0,0,350
10545,416,2023-08-17 09:53:13,tablet,23,4,1,552
10546,416,2023-05-23 01:01:35,mobile,3,1,0,48
10547,416,2023-06-14 00:46:24,mobile,13,0,0,494
10548,416,2023-08-28 05:06:01,mobile,13,4,1,442
10549,416,2023-04-19 05:10:46,desktop,12,3,1,168
10550,416,2023-06-28 18:52:38,mobile,2,0,0,38
10551,416,2023-09-30 05:14:37,tablet,10,4,1,290
10552,416,2023-11-30 22:13:55,tablet,14,0,0,154
10553,416,2023-07-07 00:19:53,mobile,7,2,0,154
10554,416,2023-10-18 11:23:23,desktop,11,1,1,242
10555,416,2023-09-18 09:27:39,desktop,15,4,1,180
10556,416,2023-03-10 02:58:22,mobile,4,3,0,112
10557,416,2023-08-23 10:11:32,desktop,17,0,0,663
10558,416,2023-04-13 14:10:08,mobile,4,0,0,124
10559,416,2023-10-20 16:31:31,mobile,20,2,1,600
10560,416,2023-12-01 06:27:06,mobile,9,0,0,153
10561,416,2023-04-07 22:57:20,tablet,18,3,0,684
10562,416,2023-01-13 17:20:37,mobile,15,1,1,390
10563,416,2024-01-09 22:40:49,tablet,20,3,0,780
10564,416,2023-10-19 04:26:48,desktop,13,4,1,169
10565,416,2024-02-05 02:28:54,tablet,6,1,0,102
10566,416,2023-03-17 19:41:25,mobile,22,4,1,440
10567,416,2023-07-31 03:18:05,desktop,1,2,1,24
10568,416,2023-09-15 21:35:18,desktop,23,2,1,368
10569,417,2024-01-04 22:55:27,desktop,25,0,0,925
10570,417,2023-04-24 09:05:07,mobile,25,1,1,500
10571,417,2023-03-12 00:39:46,tablet,8,2,1,248
10572,417,2024-02-09 20:14:47,mobile,14,0,0,392
10573,417,2023-06-28 20:48:11,desktop,1,4,0,29
10574,417,2023-07-15 13:33:50,desktop,12,3,0,468
10575,417,2023-04-19 03:21:16,tablet,3,2,1,81
10576,417,2024-03-29 16:45:45,tablet,12,0,0,216
10577,417,2024-02-20 02:23:35,tablet,25,4,1,325
10578,417,2023-05-25 08:51:35,desktop,16,0,0,208
10579,417,2023-01-09 20:08:47,desktop,15,0,0,195
10580,417,2023-01-30 18:57:03,desktop,10,3,0,160
10581,417,2023-03-11 20:17:02,tablet,23,1,1,644
10582,417,2024-03-02 00:29:23,mobile,20,3,1,260
10583,417,2023-06-01 14:50:58,desktop,20,2,0,480
10584,417,2023-04-30 20:18:02,desktop,17,4,1,493
10585,417,2023-03-26 04:24:29,tablet,1,3,0,28
10586,417,2023-02-18 09:53:00,tablet,24,2,1,648
10587,417,2023-08-28 08:12:58,tablet,18,0,0,198
10588,417,2023-11-25 21:17:39,tablet,7,1,1,266
10589,418,2023-06-24 18:24:13,tablet,3,2,0,87
10590,418,2023-02-05 03:04:30,desktop,19,2,1,532
10591,418,2023-02-09 07:30:34,tablet,3,3,0,105
10592,418,2024-01-17 08:12:58,mobile,6,2,1,156
10593,418,2023-05-12 10:14:49,mobile,4,2,1,100
10594,418,2024-03-15 07:34:37,mobile,22,2,1,638
10595,418,2024-03-21 20:42:33,tablet,1,4,1,22
10596,418,2024-01-17 15:31:20,desktop,8,4,0,80
10597,418,2023-07-23 05:43:41,tablet,5,4,1,110
10598,418,2023-11-25 04:44:06,tablet,22,1,1,330
10599,418,2023-03-25 08:07:51,desktop,11,1,0,308
10600,418,2023-09-08 01:26:48,tablet,11,0,0,352
10601,418,2023-03-17 07:44:59,desktop,21,2,1,441
10602,418,2024-02-18 04:13:51,tablet,15,0,0,405
10603,418,2023-04-12 03:24:30,desktop,19,3,1,665
10604,418,2024-01-09 03:29:04,desktop,14,1,1,532
10605,418,2024-03-03 09:40:30,tablet,23,1,1,690
10606,418,2023-09-12 01:03:31,tablet,4,3,0,40
10607,418,2024-03-18 07:37:14,tablet,25,3,1,825
10608,418,2023-02-14 14:26:44,mobile,19,4,1,399
10609,418,2023-09-10 09:28:38,tablet,15,1,0,375
10610,418,2023-07-14 02:55:22,mobile,20,1,1,280
10611,418,2023-01-24 05:31:28,mobile,16,1,1,432
10612,418,2024-02-27 10:31:45,tablet,1,3,1,11
10613,418,2023-06-23 03:07:15,tablet,14,2,1,546
10614,418,2023-03-24 13:11:11,desktop,21,4,1,546
10615,418,2023-06-05 23:33:32,tablet,8,4,0,272
10616,418,2023-09-26 21:01:10,desktop,3,0,0,45
10617,418,2024-03-10 11:05:38,tablet,7,2,1,161
10618,418,2023-07-05 16:28:14,desktop,11,2,1,176
10619,418,2023-11-04 02:10:14,tablet,24,4,1,912
10620,418,2024-02-05 22:01:57,mobile,20,0,0,200
10621,418,2023-04-19 11:42:36,desktop,2,3,1,38
10622,418,2023-02-12 00:27:21,desktop,6,1,0,96
10623,418,2024-03-04 06:36:19,desktop,3,1,1,60
10624,418,2023-05-10 14:11:56,tablet,14,2,0,196
10625,418,2024-03-27 07:57:18,desktop,8,2,1,152
10626,418,2023-06-19 13:07:18,desktop,12,2,0,444
10627,418,2023-09-10 22:43:42,desktop,20,2,0,580
10628,418,2023-10-31 19:38:17,desktop,23,1,1,483
10629,418,2023-12-27 21:27:42,desktop,11,1,1,275
10630,418,2023-01-05 03:05:17,mobile,5,0,0,70
10631,418,2023-03-29 15:53:20,mobile,6,4,0,210
10632,418,2023-04-22 04:32:48,tablet,23,4,1,575
10633,418,2023-12-18 08:39:15,mobile,6,4,1,180
10634,418,2023-02-18 04:17:02,mobile,24,0,0,720
10635,418,2023-09-16 00:25:17,desktop,18,3,1,432
10636,418,2024-03-31 23:56:32,mobile,9,0,0,297
10637,419,2023-08-07 08:23:11,desktop,12,3,0,468
10638,419,2023-09-15 16:42:43,mobile,23,3,1,506
10639,419,2024-01-04 11:59:12,tablet,3,3,0,51
10640,419,2024-01-12 13:32:59,desktop,12,4,1,444
10641,419,2023-01-14 04:42:58,mobile,6,3,1,72
10642,419,2023-08-01 07:00:06,mobile,21,2,1,630
10643,419,2023-11-04 06:59:26,desktop,24,1,1,600
10644,419,2023-01-16 02:06:12,tablet,6,4,0,102
10645,419,2024-01-06 11:26:37,desktop,3,0,0,81
10646,419,2024-01-23 14:07:24,desktop,25,3,1,275
10647,419,2023-03-26 12:35:18,tablet,6,0,0,192
10648,419,2023-07-02 06:35:14,mobile,25,0,0,475
10649,419,2023-11-30 22:45:25,tablet,11,4,1,132
10650,419,2023-01-25 14:46:57,mobile,24,1,0,936
10651,419,2023-11-27 03:47:01,desktop,20,3,1,300
10652,419,2024-02-28 08:41:27,desktop,17,2,0,425
10653,419,2023-11-10 21:15:28,mobile,5,0,0,100
10654,419,2023-05-05 06:03:19,mobile,5,0,0,65
10655,419,2023-03-15 15:28:28,tablet,16,2,0,400
10656,419,2023-01-13 02:46:17,mobile,3,2,1,96
10657,419,2023-04-22 02:46:31,mobile,8,1,0,136
10658,419,2023-07-14 10:09:17,desktop,8,1,0,168
10659,419,2023-06-16 04:19:45,mobile,2,4,0,64
10660,419,2023-04-15 01:07:28,desktop,10,3,1,190
10661,419,2023-11-26 18:20:18,mobile,10,1,0,100
10662,419,2023-03-21 18:58:37,desktop,14,4,1,182
10663,419,2023-11-01 05:09:07,desktop,6,3,1,234
10664,419,2023-11-22 11:41:04,tablet,23,1,1,897
10665,419,2023-12-13 15:01:25,tablet,5,2,1,190
10666,419,2024-01-24 18:05:42,mobile,11,1,0,308
10667,419,2023-04-26 15:48:19,desktop,8,4,1,296
10668,419,2023-11-28 19:29:00,tablet,16,2,1,448
10669,419,2024-01-22 15:26:34,tablet,21,0,0,231
10670,419,2023-07-28 19:30:03,tablet,14,3,0,224
10671,419,2023-04-29 17:31:54,desktop,6,2,0,168
10672,419,2023-03-08 17:44:04,tablet,18,3,1,234
10673,419,2023-02-17 17:29:14,desktop,7,2,0,175
10674,419,2023-04-25 18:25:35,tablet,3,2,0,114
10675,419,2023-03-25 18:22:21,mobile,2,4,1,70
10676,420,2024-02-02 04:30:49,tablet,7,4,0,70
10677,420,2023-11-09 21:48:02,desktop,2,1,1,62
10678,420,2023-11-03 05:39:04,desktop,21,2,1,651
10679,420,2023-04-17 09:58:42,desktop,15,3,1,570
10680,420,2023-03-16 16:37:16,mobile,22,3,1,484
10681,420,2023-11-05 22:09:49,mobile,9,4,1,198
10682,420,2023-08-10 02:54:14,desktop,25,3,0,700
10683,420,2023-04-20 09:01:19,mobile,14,3,0,434
10684,420,2023-03-07 05:25:39,desktop,6,4,0,84
10685,420,2024-01-24 03:52:42,mobile,21,0,0,294
10686,420,2023-08-14 00:46:08,tablet,7,3,1,238
10687,420,2023-07-21 23:49:40,mobile,9,4,1,189
10688,420,2023-07-12 17:00:30,desktop,18,2,0,702
10689,420,2023-02-11 19:27:42,desktop,6,2,1,108
10690,420,2023-06-04 23:53:29,tablet,13,1,1,156
10691,420,2023-09-23 19:03:16,mobile,16,0,0,592
10692,420,2024-02-08 18:05:06,desktop,4,4,0,148
10693,420,2024-01-15 13:49:26,tablet,24,0,0,456
10694,420,2023-12-12 10:53:19,desktop,16,0,0,304
10695,420,2024-02-18 19:34:06,tablet,21,0,0,462
10696,420,2023-10-28 03:43:26,desktop,10,2,1,370
10697,420,2023-07-14 09:02:42,desktop,11,2,1,143
10698,420,2023-10-19 09:07:22,desktop,14,3,1,168
10699,420,2023-06-17 05:24:26,mobile,3,4,1,72
10700,420,2023-07-12 15:01:01,desktop,17,3,1,238
10701,420,2023-01-06 15:22:48,desktop,13,3,1,312
10702,421,2023-12-23 09:56:14,desktop,20,2,1,480
10703,421,2023-10-16 10:39:53,tablet,3,4,0,69
